CustomerID,Channel,VisitDate,Conversion
1, Social Media,2022-03-22 1:00,0
1, Email,2022-09-21 1:00,1
1, Search,2022-03-08 0:00,0
1, TV,2022-12-30 0:00,0
1, Direct Mail,2022-08-26 1:00,0
2, Social Media,2022-09-27 1:00,1
2, Email,2022-05-14 1:00,0
2, Search,2022-05-17 1:00,0
2, TV,2022-06-10 1:00,0
2, Direct Mail,2022-04-26 1:00,0
3, Social Media,2022-02-15 0:00,1
3, Email,2022-03-05 0:00,0
3, Search,2022-01-19 0:00,0
3, TV,2022-08-17 1:00,0
3, Direct Mail,2022-04-08 1:00,0
4, Social Media,2022-05-09 1:00,0
4, Email,2022-08-08 1:00,0
4, Search,2022-06-29 1:00,1
4, TV,2022-08-10 1:00,0
4, Direct Mail,2022-11-20 0:00,0
5, Social Media,2022-03-31 1:00,0
5, Email,2022-05-02 1:00,1
5, Search,2022-11-27 0:00,0
5, TV,2022-10-02 1:00,0
5, Direct Mail,2022-10-18 1:00,0
6, Social Media,2022-08-19 1:00,0
6, Email,2022-07-16 1:00,1
6, Search,2022-11-13 0:00,0
6, TV,2022-06-18 1:00,0
6, Direct Mail,2022-08-05 1:00,0
7, Social Media,2022-02-18 0:00,0
7, Email,2022-12-07 0:00,0
7, Search,2022-03-10 0:00,1
7, TV,2022-11-16 0:00,0
7, Direct Mail,2022-03-17 1:00,0
8, Social Media,2022-01-02 0:00,0
8, Email,2022-10-01 1:00,0
8, Search,2022-09-17 1:00,0
8, TV,2022-04-16 1:00,0
8, Direct Mail,2022-04-21 1:00,1
9, Social Media,2022-12-09 0:00,0
9, Email,2022-03-13 0:00,0
9, Search,2022-08-17 1:00,0
9, TV,2022-01-11 0:00,0
9, Direct Mail,2022-07-26 1:00,1
10, Social Media,2022-12-01 0:00,0
10, Email,2022-02-25 0:00,0
10, Search,2022-04-16 1:00,0
10, TV,2022-09-28 1:00,0
10, Direct Mail,2022-07-26 1:00,1
11, Social Media,2022-12-30 0:00,0
11, Email,2022-03-30 1:00,0
11, Search,2022-10-19 1:00,0
11, TV,2022-09-20 1:00,1
11, Direct Mail,2022-03-09 0:00,0
12, Social Media,2022-04-30 1:00,1
12, Email,2022-08-20 1:00,0
12, Search,2022-02-22 0:00,0
12, TV,2022-12-23 0:00,0
12, Direct Mail,2022-10-07 1:00,0
13, Social Media,2022-08-18 1:00,0
13, Email,2022-11-20 0:00,1
13, Search,2022-11-19 0:00,0
13, TV,2022-01-11 0:00,0
13, Direct Mail,2022-03-15 1:00,0
14, Social Media,2022-09-13 1:00,0
14, Email,2022-12-15 0:00,0
14, Search,2022-03-29 1:00,0
14, TV,2022-12-11 0:00,1
14, Direct Mail,2022-01-11 0:00,0
15, Social Media,2022-03-15 1:00,0
15, Email,2022-08-31 1:00,0
15, Search,2022-07-07 1:00,0
15, TV,2022-10-14 1:00,0
15, Direct Mail,2022-11-26 0:00,1
16, Social Media,2022-06-22 1:00,0
16, Email,2022-11-11 0:00,1
16, Search,2022-10-07 1:00,0
16, TV,2022-10-18 1:00,0
16, Direct Mail,2022-08-30 1:00,0
17, Social Media,2022-09-23 1:00,0
17, Email,2022-03-05 0:00,0
17, Search,2022-11-24 0:00,0
17, TV,2022-06-21 1:00,1
17, Direct Mail,2022-10-25 1:00,0
18, Social Media,2022-06-09 1:00,1
18, Email,2022-06-16 1:00,0
18, Search,2022-06-15 1:00,0
18, TV,2022-01-17 0:00,0
18, Direct Mail,2022-08-17 1:00,0
19, Social Media,2022-12-31 0:00,0
19, Email,2022-03-20 1:00,0
19, Search,2022-08-15 1:00,0
19, TV,2022-11-18 0:00,0
19, Direct Mail,2022-11-22 0:00,1
20, Social Media,2022-04-20 1:00,0
20, Email,2022-11-11 0:00,0
20, Search,2022-08-31 1:00,0
20, TV,2022-09-22 1:00,1
20, Direct Mail,2022-01-23 0:00,0
21, Social Media,2022-10-08 1:00,0
21, Email,2022-04-22 1:00,0
21, Search,2022-04-03 1:00,0
21, TV,2022-10-04 1:00,0
21, Direct Mail,2022-04-29 1:00,1
22, Social Media,2022-02-17 0:00,0
22, Email,2022-09-05 1:00,1
22, Search,2022-04-15 1:00,0
22, TV,2022-06-20 1:00,0
22, Direct Mail,2022-07-03 1:00,0
23, Social Media,2022-01-04 0:00,0
23, Email,2022-11-23 0:00,0
23, Search,2022-11-08 0:00,0
23, TV,2022-02-19 0:00,0
23, Direct Mail,2022-05-19 1:00,1
24, Social Media,2022-09-03 1:00,0
24, Email,2022-11-27 0:00,0
24, Search,2022-11-12 0:00,0
24, TV,2022-09-07 1:00,1
24, Direct Mail,2022-08-18 1:00,0
25, Social Media,2022-03-26 1:00,1
25, Email,2022-11-26 0:00,0
25, Search,2022-05-01 1:00,0
25, TV,2022-04-24 1:00,0
25, Direct Mail,2022-07-14 1:00,0
26, Social Media,2022-04-09 1:00,0
26, Email,2022-04-08 1:00,1
26, Search,2022-02-27 0:00,0
26, TV,2022-01-13 0:00,0
26, Direct Mail,2022-01-08 0:00,0
27, Social Media,2022-09-15 1:00,0
27, Email,2022-05-03 1:00,1
27, Search,2022-09-19 1:00,0
27, TV,2022-03-28 1:00,0
27, Direct Mail,2022-01-17 0:00,0
28, Social Media,2022-07-25 1:00,0
28, Email,2022-07-18 1:00,1
28, Search,2022-03-18 1:00,0
28, TV,2022-11-24 0:00,0
28, Direct Mail,2022-12-24 0:00,0
29, Social Media,2022-08-22 1:00,0
29, Email,2022-01-17 0:00,0
29, Search,2022-11-23 0:00,0
29, TV,2022-02-24 0:00,0
29, Direct Mail,2022-01-19 0:00,1
30, Social Media,2022-08-29 1:00,0
30, Email,2022-09-28 1:00,0
30, Search,2022-08-06 1:00,0
30, TV,2022-06-04 1:00,0
30, Direct Mail,2022-07-28 1:00,1
31, Social Media,2022-02-02 0:00,0
31, Email,2022-11-02 1:00,0
31, Search,2022-10-01 1:00,1
31, TV,2022-05-28 1:00,0
31, Direct Mail,2022-12-13 0:00,0
32, Social Media,2022-10-25 1:00,0
32, Email,2022-03-15 1:00,1
32, Search,2022-02-22 0:00,0
32, TV,2022-11-15 0:00,0
32, Direct Mail,2022-11-25 0:00,0
33, Social Media,2022-06-08 1:00,0
33, Email,2022-12-05 0:00,1
33, Search,2022-02-24 0:00,0
33, TV,2022-09-04 1:00,0
33, Direct Mail,2022-01-18 0:00,0
34, Social Media,2022-12-30 0:00,0
34, Email,2022-02-13 0:00,0
34, Search,2022-12-14 0:00,1
34, TV,2022-01-21 0:00,0
34, Direct Mail,2022-01-29 0:00,0
35, Social Media,2022-03-25 1:00,0
35, Email,2022-01-23 0:00,0
35, Search,2022-02-11 0:00,1
35, TV,2022-07-16 1:00,0
35, Direct Mail,2022-07-13 1:00,0
36, Social Media,2022-03-23 1:00,0
36, Email,2022-11-14 0:00,0
36, Search,2022-03-05 0:00,1
36, TV,2022-03-18 1:00,0
36, Direct Mail,2022-04-17 1:00,0
37, Social Media,2022-06-28 1:00,0
37, Email,2022-05-26 1:00,0
37, Search,2022-09-23 1:00,0
37, TV,2022-07-20 1:00,1
37, Direct Mail,2022-12-21 0:00,0
38, Social Media,2022-12-05 0:00,1
38, Email,2022-07-19 1:00,0
38, Search,2022-08-25 1:00,0
38, TV,2022-09-15 1:00,0
38, Direct Mail,2022-09-11 1:00,0
39, Social Media,2022-04-22 1:00,0
39, Email,2022-01-05 0:00,0
39, Search,2022-04-10 1:00,0
39, TV,2022-05-23 1:00,0
39, Direct Mail,2022-08-22 1:00,1
40, Social Media,2022-04-13 1:00,0
40, Email,2022-02-27 0:00,1
40, Search,2022-10-17 1:00,0
40, TV,2022-10-14 1:00,0
40, Direct Mail,2022-01-18 0:00,0
41, Social Media,2022-10-29 1:00,1
41, Email,2022-09-22 1:00,0
41, Search,2022-03-20 1:00,0
41, TV,2022-05-15 1:00,0
41, Direct Mail,2022-11-17 0:00,0
42, Social Media,2022-01-09 0:00,1
42, Email,2022-12-21 0:00,0
42, Search,2022-10-08 1:00,0
42, TV,2022-05-10 1:00,0
42, Direct Mail,2022-07-15 1:00,0
43, Social Media,2022-02-09 0:00,1
43, Email,2022-05-28 1:00,0
43, Search,2022-05-19 1:00,0
43, TV,2022-01-18 0:00,0
43, Direct Mail,2022-12-14 0:00,0
44, Social Media,2022-03-08 0:00,0
44, Email,2022-08-08 1:00,0
44, Search,2022-04-03 1:00,0
44, TV,2022-02-08 0:00,0
44, Direct Mail,2022-05-31 1:00,1
45, Social Media,2022-03-20 1:00,1
45, Email,2022-12-10 0:00,0
45, Search,2022-06-17 1:00,0
45, TV,2022-06-10 1:00,0
45, Direct Mail,2022-01-29 0:00,0
46, Social Media,2022-05-01 1:00,0
46, Email,2022-08-29 1:00,1
46, Search,2022-06-02 1:00,0
46, TV,2022-02-11 0:00,0
46, Direct Mail,2022-02-13 0:00,0
47, Social Media,2022-08-12 1:00,0
47, Email,2022-01-08 0:00,0
47, Search,2022-02-08 0:00,0
47, TV,2022-12-18 0:00,1
47, Direct Mail,2022-11-17 0:00,0
48, Social Media,2022-12-16 0:00,0
48, Email,2022-11-10 0:00,1
48, Search,2022-08-05 1:00,0
48, TV,2022-07-03 1:00,0
48, Direct Mail,2022-06-20 1:00,0
49, Social Media,2022-02-25 0:00,0
49, Email,2022-10-05 1:00,0
49, Search,2022-04-09 1:00,0
49, TV,2022-05-22 1:00,0
49, Direct Mail,2022-08-17 1:00,1
50, Social Media,2022-03-05 0:00,0
50, Email,2022-08-30 1:00,1
50, Search,2022-10-07 1:00,0
50, TV,2022-08-10 1:00,0
50, Direct Mail,2022-01-08 0:00,0
51, Social Media,2022-05-28 1:00,0
51, Email,2022-03-15 1:00,1
51, Search,2022-03-27 1:00,0
51, TV,2022-01-17 0:00,0
51, Direct Mail,2022-05-17 1:00,0
52, Social Media,2022-06-12 1:00,0
52, Email,2022-07-04 1:00,0
52, Search,2022-05-24 1:00,0
52, TV,2022-11-04 1:00,0
52, Direct Mail,2022-12-21 0:00,1
53, Social Media,2022-02-04 0:00,0
53, Email,2022-01-26 0:00,0
53, Search,2022-09-26 1:00,0
53, TV,2022-02-05 0:00,1
53, Direct Mail,2022-06-24 1:00,0
54, Social Media,2022-01-28 0:00,0
54, Email,2022-06-06 1:00,0
54, Search,2022-10-27 1:00,1
54, TV,2022-11-06 1:00,0
54, Direct Mail,2022-06-02 1:00,0
55, Social Media,2022-10-12 1:00,0
55, Email,2022-05-28 1:00,0
55, Search,2022-04-03 1:00,0
55, TV,2022-09-26 1:00,0
55, Direct Mail,2022-07-24 1:00,1
56, Social Media,2022-06-12 1:00,0
56, Email,2022-01-05 0:00,0
56, Search,2022-02-25 0:00,1
56, TV,2022-03-18 1:00,0
56, Direct Mail,2022-12-14 0:00,0
57, Social Media,2022-06-21 1:00,0
57, Email,2022-03-13 0:00,0
57, Search,2022-05-06 1:00,0
57, TV,2022-06-01 1:00,1
57, Direct Mail,2022-07-27 1:00,0
58, Social Media,2022-03-16 1:00,1
58, Email,2022-03-28 1:00,0
58, Search,2022-04-04 1:00,0
58, TV,2022-10-31 1:00,0
58, Direct Mail,2022-09-28 1:00,0
59, Social Media,2022-11-17 0:00,0
59, Email,2022-07-01 1:00,0
59, Search,2022-09-23 1:00,0
59, TV,2022-03-27 1:00,1
59, Direct Mail,2022-02-11 0:00,0
60, Social Media,2022-04-10 1:00,0
60, Email,2022-01-25 0:00,1
60, Search,2022-04-04 1:00,0
60, TV,2022-06-29 1:00,0
60, Direct Mail,2022-10-20 1:00,0
61, Social Media,2022-01-27 0:00,1
61, Email,2022-07-20 1:00,0
61, Search,2022-07-30 1:00,0
61, TV,2022-02-04 0:00,0
61, Direct Mail,2022-07-10 1:00,0
62, Social Media,2022-12-09 0:00,0
62, Email,2022-03-17 1:00,0
62, Search,2022-07-26 1:00,0
62, TV,2022-10-18 1:00,0
62, Direct Mail,2022-06-06 1:00,1
63, Social Media,2022-11-23 0:00,0
63, Email,2022-02-03 0:00,0
63, Search,2022-07-20 1:00,1
63, TV,2022-10-30 1:00,0
63, Direct Mail,2022-05-09 1:00,0
64, Social Media,2022-09-23 1:00,0
64, Email,2022-06-18 1:00,0
64, Search,2022-02-08 0:00,0
64, TV,2022-08-30 1:00,1
64, Direct Mail,2022-12-30 0:00,0
65, Social Media,2022-08-03 1:00,0
65, Email,2022-04-13 1:00,0
65, Search,2022-03-21 1:00,0
65, TV,2022-12-12 0:00,1
65, Direct Mail,2022-01-02 0:00,0
66, Social Media,2022-06-11 1:00,1
66, Email,2022-03-19 1:00,0
66, Search,2022-06-07 1:00,0
66, TV,2022-06-05 1:00,0
66, Direct Mail,2022-08-03 1:00,0
67, Social Media,2022-07-05 1:00,0
67, Email,2022-10-13 1:00,0
67, Search,2022-08-05 1:00,0
67, TV,2022-11-22 0:00,1
67, Direct Mail,2022-07-14 1:00,0
68, Social Media,2022-07-06 1:00,0
68, Email,2022-04-25 1:00,0
68, Search,2022-08-26 1:00,0
68, TV,2022-02-17 0:00,1
68, Direct Mail,2022-05-18 1:00,0
69, Social Media,2022-01-28 0:00,0
69, Email,2022-07-23 1:00,0
69, Search,2022-08-30 1:00,1
69, TV,2022-11-19 0:00,0
69, Direct Mail,2022-02-13 0:00,0
70, Social Media,2022-06-10 1:00,1
70, Email,2022-06-13 1:00,0
70, Search,2022-04-25 1:00,0
70, TV,2022-12-01 0:00,0
70, Direct Mail,2022-03-18 1:00,0
71, Social Media,2022-06-23 1:00,0
71, Email,2022-04-04 1:00,0
71, Search,2022-04-29 1:00,0
71, TV,2022-05-26 1:00,0
71, Direct Mail,2022-12-30 0:00,1
72, Social Media,2022-04-13 1:00,0
72, Email,2022-10-09 1:00,0
72, Search,2022-10-19 1:00,0
72, TV,2022-02-25 0:00,1
72, Direct Mail,2022-11-09 0:00,0
73, Social Media,2022-01-03 0:00,0
73, Email,2022-08-05 1:00,0
73, Search,2022-01-11 0:00,1
73, TV,2022-02-20 0:00,0
73, Direct Mail,2022-09-29 1:00,0
74, Social Media,2022-01-11 0:00,0
74, Email,2022-08-18 1:00,0
74, Search,2022-12-18 0:00,0
74, TV,2022-08-11 1:00,1
74, Direct Mail,2022-04-11 1:00,0
75, Social Media,2022-05-25 1:00,0
75, Email,2022-05-13 1:00,0
75, Search,2022-04-25 1:00,0
75, TV,2022-12-01 0:00,1
75, Direct Mail,2022-08-31 1:00,0
76, Social Media,2022-04-06 1:00,0
76, Email,2022-11-14 0:00,0
76, Search,2022-04-01 1:00,0
76, TV,2022-03-30 1:00,1
76, Direct Mail,2022-05-23 1:00,0
77, Social Media,2022-05-03 1:00,0
77, Email,2022-10-18 1:00,0
77, Search,2022-01-30 0:00,1
77, TV,2022-06-11 1:00,0
77, Direct Mail,2022-03-10 0:00,0
78, Social Media,2022-05-10 1:00,0
78, Email,2022-07-27 1:00,0
78, Search,2022-01-23 0:00,1
78, TV,2022-08-04 1:00,0
78, Direct Mail,2022-10-04 1:00,0
79, Social Media,2022-10-02 1:00,0
79, Email,2022-07-30 1:00,0
79, Search,2022-07-30 1:00,1
79, TV,2022-07-16 1:00,0
79, Direct Mail,2022-06-22 1:00,0
80, Social Media,2022-07-27 1:00,0
80, Email,2022-12-26 0:00,0
80, Search,2022-02-01 0:00,0
80, TV,2022-02-17 0:00,1
80, Direct Mail,2022-09-28 1:00,0
81, Social Media,2022-06-03 1:00,0
81, Email,2022-02-04 0:00,0
81, Search,2022-02-24 0:00,1
81, TV,2022-06-01 1:00,0
81, Direct Mail,2022-01-17 0:00,0
82, Social Media,2022-11-23 0:00,0
82, Email,2022-11-29 0:00,0
82, Search,2022-07-05 1:00,1
82, TV,2022-09-26 1:00,0
82, Direct Mail,2022-11-20 0:00,0
83, Social Media,2022-05-07 1:00,0
83, Email,2022-01-25 0:00,1
83, Search,2022-01-29 0:00,0
83, TV,2022-06-30 1:00,0
83, Direct Mail,2022-01-16 0:00,0
84, Social Media,2022-06-18 1:00,0
84, Email,2022-08-28 1:00,0
84, Search,2022-01-09 0:00,0
84, TV,2022-10-20 1:00,1
84, Direct Mail,2022-11-06 1:00,0
85, Social Media,2022-08-02 1:00,0
85, Email,2022-08-26 1:00,0
85, Search,2022-08-24 1:00,0
85, TV,2022-01-24 0:00,1
85, Direct Mail,2022-09-27 1:00,0
86, Social Media,2022-06-07 1:00,0
86, Email,2022-04-19 1:00,1
86, Search,2022-07-09 1:00,0
86, TV,2022-04-26 1:00,0
86, Direct Mail,2022-10-23 1:00,0
87, Social Media,2022-08-11 1:00,0
87, Email,2022-06-16 1:00,0
87, Search,2022-08-17 1:00,0
87, TV,2022-03-13 0:00,1
87, Direct Mail,2022-08-27 1:00,0
88, Social Media,2022-09-27 1:00,0
88, Email,2022-11-17 0:00,0
88, Search,2022-05-31 1:00,0
88, TV,2022-01-26 0:00,0
88, Direct Mail,2022-02-15 0:00,1
89, Social Media,2022-01-23 0:00,0
89, Email,2022-08-11 1:00,0
89, Search,2022-07-10 1:00,0
89, TV,2022-12-03 0:00,1
89, Direct Mail,2022-09-13 1:00,0
90, Social Media,2022-02-08 0:00,1
90, Email,2022-11-23 0:00,0
90, Search,2022-02-14 0:00,0
90, TV,2022-10-30 1:00,0
90, Direct Mail,2022-11-28 0:00,0
91, Social Media,2022-04-06 1:00,0
91, Email,2022-06-23 1:00,0
91, Search,2022-11-12 0:00,0
91, TV,2022-03-24 1:00,0
91, Direct Mail,2022-12-11 0:00,1
92, Social Media,2022-05-17 1:00,0
92, Email,2022-04-19 1:00,0
92, Search,2022-06-08 1:00,1
92, TV,2022-06-15 1:00,0
92, Direct Mail,2022-10-16 1:00,0
93, Social Media,2022-12-02 0:00,0
93, Email,2022-11-12 0:00,0
93, Search,2022-03-13 0:00,1
93, TV,2022-05-13 1:00,0
93, Direct Mail,2022-11-15 0:00,0
94, Social Media,2022-07-21 1:00,1
94, Email,2022-12-14 0:00,0
94, Search,2022-02-06 0:00,0
94, TV,2022-03-24 1:00,0
94, Direct Mail,2022-05-24 1:00,0
95, Social Media,2022-01-06 0:00,1
95, Email,2022-09-09 1:00,0
95, Search,2022-06-29 1:00,0
95, TV,2022-07-19 1:00,0
95, Direct Mail,2022-03-30 1:00,0
96, Social Media,2022-04-05 1:00,0
96, Email,2022-10-29 1:00,0
96, Search,2022-12-11 0:00,1
96, TV,2022-09-21 1:00,0
96, Direct Mail,2022-06-20 1:00,0
97, Social Media,2022-09-01 1:00,0
97, Email,2022-10-07 1:00,0
97, Search,2022-01-05 0:00,0
97, TV,2022-05-22 1:00,1
97, Direct Mail,2022-12-23 0:00,0
98, Social Media,2022-12-21 0:00,0
98, Email,2022-01-04 0:00,0
98, Search,2022-02-04 0:00,0
98, TV,2022-08-26 1:00,1
98, Direct Mail,2022-07-29 1:00,0
99, Social Media,2022-09-23 1:00,0
99, Email,2022-01-12 0:00,0
99, Search,2022-05-08 1:00,1
99, TV,2022-09-16 1:00,0
99, Direct Mail,2022-10-09 1:00,0
100, Social Media,2022-07-23 1:00,0
100, Email,2022-08-17 1:00,0
100, Search,2022-02-14 0:00,0
100, TV,2022-09-21 1:00,0
100, Direct Mail,2022-12-05 0:00,1
